行け。 	 Go.
こういった話にはすごく興味があるんだ。 	 I'm very interested in these stories.
ずっと富士山に登りたいと思っていた。 	 I've always wanted to climb Mt. Fuji.
前からずっと、富士山に登ってみたかったんだ。 	 I've always wanted to climb Mt. Fuji.
私はおよそ３週間ここにいる。 	 I've been here for about three weeks.
焼きたてパンを買ったよ。 	 I've bought some freshly baked bread.
私は何年もこの店と取り引きがある。 	 I've dealt with this store for years.
今朝することにした。 	 I've decided to do that this morning.
私はこれまでずっと健康に恵まれてきた。 	 I've enjoyed good health all my life.
背中が少し痛むんだ。 	 I've got a bit of an ache in my back.
ちょうどその本を読み終わったところだよ。 	 I've just finished reading that book.
こんな素晴らしいパーティーは初めてです。 	 I've never been to such a nice party.
お金があれば、それ買ってあげるんだけど。 	 If I had money, I'd buy that for you.
もし僕が君なら、彼の忠告に従うだろう。 	 If I were you, I'd follow his advice.
私なら、彼のアドバイス通りにするだろうな。 	 If I were you, I'd follow his advice.
知っていれば教えてあげたんだけど。 	 If I'd known it, I would've told you.
明日雨が降ったら、家にいます。 	 If it rains tomorrow, I'll stay home.
もし必要があれば伺います。 	 If there's anything I need, I'll ask.
もし気がかわったら、知らせてください。 	 If you change your mind, let us know.
ペンが要るなら貸してあげるよ。 	 If you need a pen, I'll lend you one.
火事の場合には１１９番すべきです。 	 In case of fire, you should dial 119.
トムはサックスの演奏が上手いの？ 	 Is Tom good at playing the saxophone?
僕の宿題ここに置いて行ってもいい？ 	 Is it OK if I leave my homework here?
トムが改名したってほんと？ 	 Is it true that Tom changed his name?
昨日の夜、トムに電話したって本当なの？ 	 Is it true you called Tom last night?
大学の図書館は今開いていますか。 	 Is the university's library open now?
私がそこに出向く必要がありますか。 	 Is there any need for me to go there?
トムより背の高い人って、ここにいる？ 	 Is there anyone here taller than Tom?
嵐はやんだようだ。 	 It appears the storm has calmed down.
バスケットボールをするのはおもしろい。 	 It is interesting to play basketball.
彼女が一人で暮らすのはよくない。 	 It is not good for her to live alone.
何をするかを決めるのは、あなたに任せます。 	 It is up to you to decide what to do.
あの二人はよりを戻したらしい。 	 It looks like those two have made up.
それは奇妙に聞こえるかもしれないが、本当だ。 	 It may sound strange, but it is true.
とうとう夏がやって来たみたいだ。 	 It seems like summer is finally here.
もう行った方がいいと思うんですけど。 	 It seems to me that we should go now.
彼は彼女の父親であることがわかりました。 	 It turned out that he was her father.
到着した時には深夜０時を過ぎていた。 	 It was past midnight when we arrived.
とても寒かったので、私は眠れなかった。 	 It was so cold that I couldn't sleep.
彼女がそう言ったのは意外だ。 	 It was surprising that she said that.
遅れてやってくるのは、いかにも彼のやりそうなことだった。 	 It was typical of him to arrive late.
思ったより安くあがった。 	 It wasn't as expensive as I expected.
その本を読むのに長くはかからないでしょう。 	 It won't take long to read that book.
もうすぐ夏休みです。 	 It'll be summer vacation pretty soon.
その修理に二千円ほどかかります。 	 It'll cost about 2,000 yen to fix it.
トムが亡くなって三年になります。 	 It's been three years since Tom died.
この川で泳ぐのは危険だ。 	 It's dangerous to swim in this river.
外国の言葉を学ぶって、楽しいんだ。 	 It's fun to learn a foreign language.
１日でローマを見物することは不可能だ。 	 It's impossible to see Rome in a day.
トムは自分自身で行くことが必要だ。 	 It's necessary for Tom to go himself.
我々はいつでも法律に従う義務があります。 	 It's our duty to always obey the law.
針の落ちる音も聞こえるほどの静けさだ。 	 It's quiet enough to hear a pin drop.
自分自身を知ることは非常に難しい。 	 It's very difficult to know yourself.
日本の夏は蒸し暑い。 	 Japan is hot and humid in the summer.
日本はアジアの東部にあります。 	 Japan is in the eastern part of Asia.
トムについて知っていることを私に話して。 	 Just tell me what you know about Tom.
犬を木につないでおいて下さい。 	 Keep your dog chained up to the tree.
寝不足は体に悪い。 	 Lack of sleep is bad for your health.
この前の冬、私はカナダへスキーに行った。 	 Last winter, I went to Canada to ski.
金の貸し借り友誼の終わり。 	 Lend your money and lose your friend.
あと10分寝させて。 	 Let me sleep for another ten minutes.
私が何でトムを嫌いなのか教えてあげる。 	 Let me tell you why I don't like Tom.
雨が止んだらすぐに出かけましょう。 	 Let's go as soon as it stops raining.
朝早く出発しましょうね。 	 Let's leave early in the morning, OK?
腹を割って話そう。 	 Let's put all the cards on the table.
試合が終わるまでいようよ。 	 Let's stay until the end of the game.
トムが戻ってくるまで、ここで待ってようよ。 	 Let's wait here until Tom comes back.
光は音よりもずっと早く進む。 	 Light travels much faster than sound.
見てごらんなさい。私の家の方がお宅よりも奇麗ですよ。 	 Look. My house is cleaner than yours.
たくさんの有名な芸術家がニューヨークに住んでいる。 	 Many famous artists live in New York.
たくさんの人が交通事故で死ぬ。 	 Many people die in traffic accidents.
メアリーは行儀よくするよう息子に言った。 	 Mary asked her son to behave himself.
メアリーは彼に何を言えばいいのか分からない。 	 Mary doesn't know what to say to him.
